houseTypes,area,num_floors,bedrooms,address,price,url
Bán Nhà riêng,70,2,3,"Tân Bình, TP Hồ Chí Minh",9.5,https://batdongsan.vn/70m2-hem-xe-hoi-do-cua-cmt8-nhinh-9-ty-r261433
Bán Nhà riêng,60,2,5,"Gò Vấp, TP Hồ Chí Minh",7.9,https://batdongsan.vn/ngop-6-ty4x15m-gap-ban-nha-hxh-nguyen-van-cong-go-vap-nhinh-7-ty-r261431
Bán Nhà riêng,60,6,,"Đống Đa, Hà Nội",13,https://batdongsan.vn/dinh-60mx6tang-13ty-nha-thai-thinh-phan-lo-thang-may-oto-kinh-doanh-12m-ra-sat-pho-r261430
Bán Nhà riêng,88,2,4,"Gò Vấp, TP Hồ Chí Minh",9.5,https://batdongsan.vn/hxh-52x17-nguyen-thai-son-2-lau-p5-go-vap-r261429
Bán Nhà riêng,75,3,4,"Gò Vấp, TP Hồ Chí Minh",8.8,https://batdongsan.vn/hem-6m-5x15-le-duc-tho-2-lau-p16-go-vap-r261428
Bán Nhà riêng,76,2,3,"Gò Vấp, TP Hồ Chí Minh",5.85,https://batdongsan.vn/chi-71trm2-5x15mban-nha-hxh-v3-nguyen-hong-binh-thanh-nhinh-5-ty-r261427
Bán Nhà riêng,360,,3,"Tuy Phong, Bình Thuận",4.5,https://batdongsan.vn/can-ban-nha-ngay-trung-tam-cach-bien-100m-r261426
Bán Nhà riêng,55,,,"Hai Bà Trưng, Hà Nội",5.8,https://batdongsan.vn/ban-nha-tran-khat-chan-o-luon-ngo-thong-o-to-d-gan-55m2-gia-chi-58-ty-r261425
Bán Nhà riêng,60,,,"Hai Bà Trưng, Hà Nội",6.0,https://batdongsan.vn/ban-nha-kim-nguu-o-luon-ngo-thong-kinh-doanh-60m2-gia-chi-6-ty-r261424
Bán Nhà riêng,48,4,,"Đống Đa, Hà Nội",9,https://batdongsan.vn/hiem-4tangx48m-nha-nguyen-chi-thanh-phan-lo-ban-co-oto-vao-nha-kinh-doanh-9ty-r261423
Bán Nhà mặt phố,31,2,2,"Quận 3, TP Hồ Chí Minh",4.5,https://batdongsan.vn/ban-gap-nha-mat-tien-q3-khu-vip-31m2-no-hau-2-tang-nhinh-4-ty-r261422
Bán Nhà riêng,35,6,3,"Ba Đình, Hà Nội",4.35,https://batdongsan.vn/cuc-hiem-nha-dep-thoang-mat-trung-tam-quan-ba-dinh-r261421
Bán Nhà mặt phố,248,3,3,"Bình Chánh, TP Hồ Chí Minh",7.6,https://batdongsan.vn/binh-chanh-biet-thu-view-song-mat-tien-vuon-thom-dt-10x30m-r261420
Bán Nhà mặt phố,110,4,4,"Long Biên, Hà Nội",26,https://batdongsan.vn/ban-nha-lam-du-bo-de-quan-long-bien-ha-noi-r261418
Bán Nhà riêng,34,5,3,"Long Biên, Hà Nội",325,https://batdongsan.vn/ban-nha-thuong-thanh-quan-long-bien-ha-noi-r261412
Bán Nhà riêng,140,2,15,"Thủ Đức, TP Hồ Chí Minh",10.7,https://batdongsan.vn/ban-chdv-15-phong-dt-140m2-p-linh-tay-thu-duc-gia-107-ty-gia-107-ty-r261409
Bán Nhà riêng,296.5,,4,"Thái Nguyên, Thái Nguyên",5,https://batdongsan.vn/ban-nha-tai-thanh-pho-thai-nguyen-r261404
Bán Nhà mặt phố,28,2,,"Ba Đình, Hà Nội",7.45,https://batdongsan.vn/ban-nha-phan-lo-mp-giang-volo-gocvia-hekinh-doanh27m2x2tgia-745-ty-r261403
Bán Nhà mặt phố,64,1,3,"Bình Tân, TP Hồ Chí Minh",4.8,https://batdongsan.vn/hang-nong-chua-qua-dau-tu-nha-hxh-duong-ao-doi-binh-tri-dong-a-binh-tan-r261402
Bán Nhà riêng,40,,2,"Tân Phú, TP Hồ Chí Minh",3,https://batdongsan.vn/ha-chao-200tr-chi-con-3ty-nha-au-co-40m2-1-tret-1-lau-r261399
Bán Nhà riêng,60,4,4,"Quận 12, TP Hồ Chí Minh",3.9,https://batdongsan.vn/nha-4-tang-mat-tien-tuong-lai-gan-cho-thiec-le-van-khuong-hiep-thanh-quan-12-chi-3-ty-9-r261398
Bán Nhà mặt phố,83,,,"Hai Bà Trưng, Hà Nội",36,https://batdongsan.vn/hot-ban-nha-mat-pho-tran-khat-chan-83m2-mat-tien-52m-gan-lo-duc-gia-4xxtrm2-r261395
Bán Nhà mặt phố,102,,,"Quận 7, TP Hồ Chí Minh",12,https://batdongsan.vn/mat-tien-bui-van-ba-q7-ngang-khung-6m-giap-khu-biet-thu-jamona-dang-cap-gia-12-ty-r261394
Bán Nhà riêng,60,,2,"Thanh Khê, Đà Nẵng",2.5,https://batdongsan.vn/chinh-chu-ban-nha-kiet-99-thai-thi-boi-thanh-khe-da-nang-r261393
Bán Nhà riêng,62,4,4,"Tân Phú, TP Hồ Chí Minh",6.7,https://batdongsan.vn/nha-4-tang-kien-co-duong-o-to-tranh-nguyen-huu-tien-67-ty-r261391
Bán Nhà riêng,78,5,7,"Long Biên, Hà Nội",8.9,https://batdongsan.vn/ban-nha-ngoc-thuy-quan-long-bien-ha-noi-r261390
Bán Nhà mặt phố,75,1,2,"Bình Thạnh, TP Hồ Chí Minh",14.5,https://batdongsan.vn/nha-mat-tien-can-ban-gap-chu-van-an-binh-thanh-r261389
Bán Nhà mặt phố,68,3,4,"Quận 7, TP Hồ Chí Minh",13.95,https://batdongsan.vn/hang-hiem-ban-mat-tien-duong-so-9-q7-kd-sam-uat-cach-cho-300m-gia-dau-tu-r261388
Bán Nhà riêng,50,5,6,"Quận 10, TP Hồ Chí Minh",9,https://batdongsan.vn/5-tang-duc-xe-hoi-do-cua-ho-thi-ky-chi-9-ty-r261387
Bán Nhà riêng,42,,,"Đông Anh, Hà Nội",1.9,https://batdongsan.vn/ban-dat-loc-ha-mai-lam-oto-vao-nha-dau-tu-giap-long-bien-42m-mat-tien-4m-1-ty-9-r261384
Bán Nhà riêng,90,,2,"Quận 12, TP Hồ Chí Minh",4.7,https://batdongsan.vn/nha-ke-mat-tien-tan-thoi-nhat-quan-12-gan-truong-nguyen-thi-dinh-90-m2-chi-4-ty-7-r261383
Bán Nhà riêng,65,2,3,"Phú Nhuận, TP Hồ Chí Minh",1.5,https://batdongsan.vn/can-ban-gap-nha-de-tra-no-tai-duong-tran-huy-lieu-p15-quan-phu-nhuan-gia-chi-15ty-r261382
Bán Nhà riêng,73,,2,"Biên Hòa, Đồng Nai",2.8,https://batdongsan.vn/ban-nha-73m2-shr-tho-cu-duong-o-to-p-tam-hoa-chi-28-ti-r261380
Bán Nhà riêng,93,,2,"Biên Hòa, Đồng Nai",6.5,https://batdongsan.vn/ban-nha-mt-kinh-doanh-bui-huu-nghia-93m2-chi-65-ti-r261378
Bán Nhà riêng,,4,,"Quận 11, TP Hồ Chí Minh",9,https://batdongsan.vn/9-ty-121c-lac-long-quan-p5-quan-11-full-noi-that-duong-8m-khu-ban-co-4m-x-16m-4-tang-hhmg-100tr-r261377
Bán Nhà mặt phố,63.3,,,"Quận 6, TP Hồ Chí Minh",14,https://batdongsan.vn/lh-0902721059-r261376
Bán Nhà mặt phố,63.3,,,"Quận 6, TP Hồ Chí Minh",14,https://batdongsan.vn/lh-0902721059-r261375
Bán Nhà riêng,47,,,"Thanh Xuân, Hà Nội",5.2,https://batdongsan.vn/5-ty-hon-co-ngay-nha-47m-nguyen-trai-o-to-d-cua-vao-nha-r261373
Bán Nhà riêng,58,,,"Hoàng Mai, Hà Nội",6.5,https://batdongsan.vn/re-nhat-khu-vuc-ban-nha-cap-4-58m-1-nha-ra-ho-linh-dam-o-to-tai-chay-quanh-nha-65-ty-r261372
Bán Nhà mặt phố,71,5,,"Quận 5, TP Hồ Chí Minh",34,https://batdongsan.vn/giam-manh-2-ty-con-34-ty-mat-tien-tran-hung-dao-giap-quan-1-4m-x-18m-5-lau-r261369
Bán Nhà riêng,70,4,4,"Thanh Xuân, Hà Nội",12.5,https://batdongsan.vn/ban-nha-phan-lo-bui-xuong-trach-thanh-xuan-70m-4-tang-mt-5m-gia-125-ty-r261368
Bán Nhà riêng,90,3,5,"Thủ Đức, TP Hồ Chí Minh",5.0,https://batdongsan.vn/chinh-chu-dang-ngop-ngan-hang-nen-can-ban-gap-nha-duong-so-5-linh-xuan-thu-duc-r261366
Bán Nhà riêng,43,5,4,"Thanh Xuân, Hà Nội",4.5,https://batdongsan.vn/gap-gap-nguyen-viet-xuan-dan-tri-rong-thoang-dt-43m2-gia-45ty-r261365
Bán Nhà riêng,100,1,3,"Gò Vấp, TP Hồ Chí Minh",8.9,https://batdongsan.vn/mt-5x20-duong-so-8-89-ty-phuong-11-go-vap-r261363
Bán Nhà riêng,48,2,3,"Gò Vấp, TP Hồ Chí Minh",5.5,https://batdongsan.vn/hem-6m-4x12-le-duc-tho-55ty-p15-go-vap-r261362
Bán Nhà riêng,47,5,4,"Thanh Xuân, Hà Nội",4.5,https://batdongsan.vn/giang-vien-hoang-van-thai-dan-tri-ngo-thong-dt-47m2-gia-45ty-r261359
Bán Nhà mặt phố,80,3,3,"Huế, Thừa Thiên Huế",4.1,https://batdongsan.vn/nha-pho-lien-ke-dahlia-eco-garden-hue-chi-tu-12-ti-r261356
Bán Nhà mặt phố,210,,2,"Hóc Môn, TP Hồ Chí Minh",10.5,https://batdongsan.vn/nha-mat-tien-trung-chanh-hoc-mon-gan-nga-tu-song-hanh-nha-210-m2-chi-10-ty-5-r261354
Bán Nhà,233,3,20,"Thủ Đức, TP Hồ Chí Minh",11.5,https://batdongsan.vn/ban-chdv-3-tang-khu-ben-song-p-hiep-binh-chanh-thu-duc-dt-233m2-r261352
Bán Nhà mặt phố,273,4,,"Huế, Thừa Thiên Huế",1.68,https://batdongsan.vn/duy-nhat-5-suat-uu-dai-thanh-toan-20-co-the-nhan-nha-va-kinh-doanh-ngay-r261350
Bán Nhà riêng,52,3,4,"Nhà Bè, TP Hồ Chí Minh",6.79,https://batdongsan.vn/ban-nha-hxh-dao-tong-nguyen-nha-be-52m2-3-tang-tang-toan-bo-noi-that-679-ty-r261347
Bán Nhà riêng,33,4,3,"Quận 1, TP Hồ Chí Minh",7.9,https://batdongsan.vn/ban-nha-hem-xe-hoi-duong-ton-that-tung-ngay-trung-tam-quan-1-4-tang-33m2-chi-79ty-r261345
Bán Nhà riêng,68,,,"Biên Hòa, Đồng Nai",2.5,https://batdongsan.vn/ban-nha-cap-4-p-buu-long-bien-hoa-dong-nai-100-tho-cu-gia-25-ti-r261344
Bán Nhà mặt phố,70,2,,"Bình Tân, TP Hồ Chí Minh",8.2,https://batdongsan.vn/ban-nha-mt-duong-so-14-le-van-quoi-dt-5x14m-2-lau-gia-82-ty-tl-lien-he-ngay-r261343
Bán Nhà riêng,100,1,2,"Biên Hòa, Đồng Nai",0.95,https://batdongsan.vn/ban-nha-1-tret-1-lau-2-phong-ngungay-gan-cty-changsinso-tho-cugia-950tr-r261341
Bán Nhà riêng,30,4,1,"Long Biên, Hà Nội",3.2,https://batdongsan.vn/ban-nha-hoa-lam-oto-do-cong-ngo-rong-thoang-sat-cho-30m2x-4-tang-mat-tien-4-m-3-ty-2-r261340
Bán Nhà riêng,62,,2,"Quận 7, TP Hồ Chí Minh",8.75,https://batdongsan.vn/nha-cap-4-tien-xay-moi-gia-dau-tu-ngang-chuan-5m-hxh-lam-van-ben-q7-r261339
Bán Nhà riêng,71,1,3,"Tân Bình, TP Hồ Chí Minh",6,https://batdongsan.vn/71m2-hem-xe-hoi-tran-van-quang-chi-6-ty-r261338
Bán Nhà riêng,90,1,3,"Biên Hòa, Đồng Nai",2.95,https://batdongsan.vn/ban-nha-1t1l-90m2-tho-cu-duong-o-to-p-buu-hoa-chi-2950-ti-r261337
Bán Nhà riêng,30,5,3,"Hà Đông, Hà Nội",4.1,https://batdongsan.vn/ban-nhanh-nha-30m2x5t-duong-le-trong-tan-la-khe-ha-dong-gia-nhinh-4ty-r261333
Bán Nhà riêng,63,,3,"Huế, Thừa Thiên Huế",1.95,https://batdongsan.vn/ban-nha-kiet-phan-boi-chau-full-noi-that-gia-19xx-ty-r261332
Bán Nhà mặt phố,50,4,4,"Đống Đa, Hà Nội",12.9,https://batdongsan.vn/ban-nha-mp-ho-dac-di-50m2x-4t-lo-goc-3-thoang-kd-mt-10m-gia-129-ty-r261330
Bán Nhà mặt phố,198,2,,"Tân Bình, TP Hồ Chí Minh",26.5,https://batdongsan.vn/ban-nha-mat-pho-hung-hoa-so-huu-can-biet-thu-dang-cap-view-dep-r261329
Bán Nhà riêng,75,3,2,"Thủy Nguyên, Hải Phòng",10,https://batdongsan.vn/cat-lo-nha-lien-ke-du-an-centa-city-hai-phong-r261327
Bán Nhà riêng,50,4,4,"Quận 7, TP Hồ Chí Minh",7.5,https://batdongsan.vn/ban-nha-hxh-d-nguyen-thi-thap-quan-7-nha-moi-dep-dt-50m2-4-tang-50m2-chi-75ty-r261326
Bán Nhà mặt phố,65,5,6,"Quận 7, TP Hồ Chí Minh",12,https://batdongsan.vn/ban-nha-mat-tien-quan-7-ngang-khung-8m-5-tang-ban-12-ty-r261322
Bán Nhà riêng,90,4,4,"Quận 7, TP Hồ Chí Minh",15.2,https://batdongsan.vn/nha-dep-noi-that-xin-hang-xom-phu-my-hung-mat-tien-duong-so-14m-nhinh-15-ty-r261321
Bán Nhà riêng,45,2,3,"Đức Hòa, Long An",0.68,https://batdongsan.vn/nha-pho-1-tret-2-lau-khu-cong-nghiep-hai-son-duc-hoa-r261318
Bán Nhà mặt phố,65,4,4,"Quận 7, TP Hồ Chí Minh",12,https://batdongsan.vn/ban-nha-mat-tien-gia-tot-duong-bui-van-ba-quan-7-nhinh-12-ty-r261317
Bán Nhà riêng,75,1,4,"Quận 7, TP Hồ Chí Minh",6.4,https://batdongsan.vn/ban-nha-huynh-tan-phat-hem-xe-hoi-luu-thong-gia-chi-67-ty-r261313
Bán Nhà mặt phố,195,,2,"Quận 7, TP Hồ Chí Minh",46.8,https://batdongsan.vn/cuc-hiem-1-can-duy-nhat-mat-tien-duong-nguyen-thi-thap-kinh-doanh-sam-uat-bac-nhat-quan-7-r261308
Bán Nhà riêng,1700,,2,"Cẩm Lệ, Đà Nẵng",7.5,https://batdongsan.vn/tim-dau-ra-can-thu-hai-sieu-re-dt-khung-ngang-125m-co-dong-tien-150trnam-r261307
Bán Nhà riêng,35,,,"Hai Bà Trưng, Hà Nội",6.0,https://batdongsan.vn/ban-nha-bach-mai-o-to-vao-nha-kinh-doanh-dinho-luon-35m2-gia-chi-6-ty-r261304
Bán Nhà riêng,120,2,6,"Quận 7, TP Hồ Chí Minh",9.7,https://batdongsan.vn/mat-tien-ngang-6m-hem-xe-tai-quan-7-gan-phu-my-hung-r261303
Bán Nhà riêng,56,4,4,"Nhà Bè, TP Hồ Chí Minh",6.9,https://batdongsan.vn/nha-dep-moi-hoan-thien-kdc-nam-sai-gon-4-tang-54m2-gia-69-ty-r261296
Bán Nhà riêng,80,1,3,"Bình Thạnh, TP Hồ Chí Minh",5.8,https://batdongsan.vn/5x17cong-nhan-duban-nha-hxh-le-quang-dinhbinh-thanhno-hau5-ty-hon-r261295
Bán Nhà riêng,40,,,"Hai Bà Trưng, Hà Nội",4.0,https://batdongsan.vn/ban-nha-minh-khai-o-luon-o-to-d-cua-khu-phan-lo-40m2-gia-chi-4-ty-r261294
Bán Nhà riêng,150,,,"Quận 7, TP Hồ Chí Minh",10.4,https://batdongsan.vn/nha-hxh-tran-xuan-soan-q7-ngang-5m-co-san-nguon-thu-25trthang-r261293
Bán Nhà riêng,56,5,6,"Bình Thạnh, TP Hồ Chí Minh",6.6,https://batdongsan.vn/ngop-52ty-4x14ban-nha-hxt-no-trang-longbinh-thanh5-launhinh-6-ty-r261292
Bán Nhà mặt phố,63,2,4,"Bình Tân, TP Hồ Chí Minh",5,https://batdongsan.vn/hoan-hao-nha-lau-63m2-hem-xe-hoi-duong-26-thang-3-binh-hung-hoa-binh-tan-r261291
Bán Nhà riêng,,4,4,"Thanh Xuân, Hà Nội",4600.0,https://batdongsan.vn/ban-nha-duong-nhan-hoa-thanh-xuan-39m-x-4-tang-o-to-r261290
Bán Nhà mặt phố,87,2,,"Thanh Khê, Đà Nẵng",5.95,https://batdongsan.vn/sieu-pham-hiem-mat-tien-kinh-doanh-gia-re-nhat-thai-thi-boi-tt-thanh-khe-da-nang-chi-5ty95-r261289
Bán Nhà riêng,50,2,5,"Long Biên, Hà Nội",5.7,https://batdongsan.vn/ban-nha-nguyen-van-cu-quan-long-bien-ha-noi-r261288
Bán Nhà riêng,100,2,4,"Quận 7, TP Hồ Chí Minh",9.2,https://batdongsan.vn/ban-gap-nha-hem-xe-tai-5x20-canh-lotte-mart-quan-7-r261285
Bán Nhà mặt phố,115,10,,"Quận 1, TP Hồ Chí Minh",79,https://batdongsan.vn/ban-toa-nha-mat-tien-quan-1-pham-viet-chanh-115m2-10-tang-dang-co-dong-tien-2-tynam-r261284
Bán Nhà mặt phố,98,3,4,"Bình Thạnh, TP Hồ Chí Minh",18.5,https://batdongsan.vn/ban-mtkd-binh-thanh-sat-quan-1-ngang-tren-4m-gan-100m2-3-tang-2-o-to-ngu-trong-nha-r261283
Bán Nhà mặt phố,30,4,3,"Tân Bình, TP Hồ Chí Minh",4.8,https://batdongsan.vn/hiep-nhat-giap-cmt8-p4-tan-binh-30m2-4-tang-3pn-gia-48-ty-r261282
Bán Nhà riêng,35,5,1,"Hà Đông, Hà Nội",5,https://batdongsan.vn/chinh-chu-can-ban-gap-lo-goc-3-buoc-ra-mat-pho-to-hieu-nha-moi-xay-ngo-rong-31m2x5-tang-5-ty-3-lh0934219789-r261278
Bán Nhà riêng,40,2,2,"Quận 12, TP Hồ Chí Minh",2.95,https://batdongsan.vn/nha-dep-quan-12-gan-hang-bia-giap-go-vap-hem-4-met-thong-gap-ban-nhinh-2-ty-r261277
Bán Nhà riêng,57,4,4,"Thanh Xuân, Hà Nội",4.5,https://batdongsan.vn/bac-sy-ha-ban-nha-khuong-trung-sat-pho-gan-cho-57m2-gia-45ty-r261276
Bán Nhà riêng,43,,2,"Quận 7, TP Hồ Chí Minh",6.2,https://batdongsan.vn/ban-nha-mat-tien-kinh-doanh-hxh-khu-kieu-dam-quan-7-gia-nhinh-6-ty-r261274
Bán Nhà riêng,38,5,5,"Thanh Xuân, Hà Nội",5.75,https://batdongsan.vn/ban-nha-phan-lo-pho-phuong-liet-38m2x5toto-2-thoang-gan-pho-gia-575-ty-r261273
Bán Nhà riêng,32,3,3,"Quận 11, TP Hồ Chí Minh",5.3,https://batdongsan.vn/ban-nha-hxh-quan-11-khu-vip-lu-gia-32m2-3-tang-ngang-4m-chi-53-ty-r261272
Bán Nhà riêng,50,5,4,"Cầu Giấy, Hà Nội",6.5,https://batdongsan.vn/ban-nha-5t-yen-hoa-cau-giay-50m2-nhinh-6-ty-noi-that-dep-lung-linh-r261271
Bán Nhà riêng,54,4,,"Thanh Xuân, Hà Nội",4.7,https://batdongsan.vn/can-bo-nganh-nong-nghiep-ban-nha-thuong-dinh-o-suong-dau-pho-54m24t-gia-47ty-r261270
Bán Nhà mặt phố,85,2,3,"Quận 9, TP Hồ Chí Minh",8.8,https://batdongsan.vn/ban-nhanh-nha-kdc-river-park-85m2-full-noi-that-huong-dong-duong-lien-phuong-quan-9-r261269
Bán Nhà riêng,52,02,03,"Quận 10, TP Hồ Chí Minh",5,https://batdongsan.vn/to-hien-thanh-gan-bach-khoa-52m2-chi-tu-5-ty-nha-moi-0386018524-r261264
Bán Nhà riêng,200,5,5,"Quận 12, TP Hồ Chí Minh",4.9,https://batdongsan.vn/nha-5-tang-moi-100-so-hong-hoan-cong-san-co-uu-tien-tra-gop-ngay-song-vam-thuat-r261263
Bán Nhà riêng,36,4,3,"Quận 10, Bà Rịa Vũng Tàu",5.85,https://batdongsan.vn/giam-hon-500-trieu-chinh-chu-hem-8m-4-tang-ngang-4m-36m2-p1-q10-585-ty-r261262
Bán Nhà riêng,60,1,4,"Quận 7, TP Hồ Chí Minh",7,https://batdongsan.vn/ban-nhahxh-duong-ly-phuc-man-quan-7-nhinh-7-ty-r261261
Bán Nhà riêng,36,2,2,"Quận 5, TP Hồ Chí Minh",3.7,https://batdongsan.vn/sieu-pham-q5-nha-36m2-nhinh-3-ty-10m-ra-mat-tien-doi-dien-cho-an-dong-r261259
Bán Nhà mặt phố,85,2,4,"Quận 7, TP Hồ Chí Minh",13.5,https://batdongsan.vn/ban-nha-l-3-ty-mat-tien-huynh-tat-phat-quan-7-ngang-5m-chi-135-ty-r261258
Bán Nhà mặt phố,87,,4,"Quận 7, TP Hồ Chí Minh",17,https://batdongsan.vn/ban-nha-mat-tien-6m-duong-mai-van-vinh-quan-7-chi-17-ty-r261257
Bán Nhà mặt phố,50,2,2,"Quận 7, TP Hồ Chí Minh",3.2,https://batdongsan.vn/ban-nha-mat-tien-khu-an-ninh-duong-mai-van-vinh-quan-7-gia-32-ty-r261256
Bán Nhà riêng,65,,5,"Quận 7, TP Hồ Chí Minh",3.2,https://batdongsan.vn/3-mat-hem-ban-nha-duong-tran-xuan-soan-quan-7-chi-68-ty-r261255
Bán Nhà riêng,44,2,,"Thủ Đức, TP Hồ Chí Minh",4.3,https://batdongsan.vn/ban-nha-vo-van-ngan-binh-tho-thu-duc-4x11-2-lau-gia-43-ty-r261254
Bán Nhà riêng,65,4,2,"Quận 7, TP Hồ Chí Minh",6.8,https://batdongsan.vn/ban-nha-hxh-duong-le-van-luong-mat-tien-4-tang-chi-68-ty-r261253
Bán Nhà riêng,50,2,3,"Thủ Đức, TP Hồ Chí Minh",4.3,https://batdongsan.vn/ban-nha-duong48-hiep-binh-chanh-thu-duc-5x10-2-lau-gia-43-ty-r261252
Bán Nhà mặt phố,50,4,4,"Đống Đa, Hà Nội",12.9,https://batdongsan.vn/ban-nha-mp-ho-dac-di-50m2x-4t-lo-goc-3-thoang-kd-mt-10m-gia-129-ty-r261250
Bán Nhà riêng,79,1,3,"Phú Nhuận, TP Hồ Chí Minh",10.9,https://batdongsan.vn/biet-thu-mini-nguyen-dinh-chinh-phuong-15-quan-phu-nhuan-r261249
Bán Nhà mặt phố,40,7,5,"Bình Thạnh, TP Hồ Chí Minh",9.5,https://batdongsan.vn/mt-pham-van-dong-7-tang-gia-tot-thuan-tien-kd-van-phong-r261248
Bán Nhà riêng,68,,2,"Quận 7, TP Hồ Chí Minh",5.5,https://batdongsan.vn/ban-nha-tran-xuan-soan-nha-rong-672m2-5-ty-r261247
Bán Nhà riêng,100,3,4,"Nhà Bè, TP Hồ Chí Minh",13,https://batdongsan.vn/sieu-hiem-mat-tien-duong-so-kdc-sadeco-phuoc-kien-100m2-view-cong-vien-full-noi-that-cao-cap-r261246
Bán Nhà mặt phố,75,1,,"Bình Tân, TP Hồ Chí Minh",3.8,https://batdongsan.vn/nha-lau-dien-tich-lon-hem-xe-hoi-duong-binh-thanh-binh-hung-hoa-b-binh-tan-gia-hat-gie-r261245
Bán Nhà riêng,74,,3,"Quận 4, TP Hồ Chí Minh",7.8,https://batdongsan.vn/ban-nha-hxh-duong-nguyen-than-hien-quan-4-nha-nat-phu-hop-cho-chu-nhan-tu-thiet-ke-dien-tich-lon-74m2-chi-7-8ty-r261244
Bán Nhà riêng,35,5,3,"Thanh Xuân, Hà Nội",6.5,https://batdongsan.vn/ban-nha-5-tang-duong-nguyen-trai-thanh-xuan-o-to-vao-nha-r261243
Bán Nhà riêng,70,4,3,"Quận 6, TP Hồ Chí Minh",5.5,https://batdongsan.vn/nha-q6-sieu-re-70m2-ngang-khung-5m-no-hau-55m-4-tang-nhinh-5-ty-r261241
Bán Nhà riêng,45,5,4,"Đống Đa, Hà Nội",5.5,https://batdongsan.vn/dai-ha-gia-ngo-82-yen-lang-o-to-d-cua-kinh-doanh-45m2-chi-5495-ty-r261239
Bán Nhà mặt phố,250,2,,"Tân Bình, TP Hồ Chí Minh",67,https://batdongsan.vn/ban-nha-mat-pho-142-au-co-p9-tan-binh-dt-10x25m-2-lau-gia-67-ty-lh-0937-597-052-r261237
Bán Nhà mặt phố,273,4,,"Huế, Thừa Thiên Huế",1.68,https://batdongsan.vn/shophouse-cao-cap-tp-hue-032023-chi-dong-20-nhan-ngay-nha-r261223
Bán Nhà riêng,35,5,5,"Cầu Giấy, Hà Nội",5,https://batdongsan.vn/chinh-chu-can-ban-gap-lo-goc-3-buoc-ra-mat-pho-ho-tung-mau-nha-moi-xay-ngo-rong-31m2x5-tang-5-ty-3-lh0934219789-r261221
Bán Nhà riêng,60,4,4,"Đống Đa, Hà Nội",0.11,https://batdongsan.vn/nha-rieng-4-tang-vi-tri-dep-thoang-ngo-rong-xe-ba-banh-vao-tan-noi-o-to-do-cach-200m-r261220
Bán Nhà mặt phố,270,3,4,"Quận 12, TP Hồ Chí Minh",26,https://batdongsan.vn/nha-mat-tien-nguyen-anh-thu-gan-nga-tu-nuoc-da-nha-270-m2-3-tang-kinh-doanh-tap-nap-chi-26-ty-r261218
Bán Nhà riêng,56,3,3,"Thủ Đức, TP Hồ Chí Minh",6.5,https://batdongsan.vn/nha-3-tang-lung-linh-gan-ubnd-linh-dong-dt-56m2-gia-chi-nhinh-6-ty-r261214
Bán Nhà riêng,,,,"Biên Hòa, Đồng Nai",,https://batdongsan.vn/gap-gap-can-chuyen-nhuong-gap-nha-cap-4-p-tan-hiep-hem-xe-hoi-quay-dau-r261212
Bán Nhà riêng,40.6,5,4,"Quận 4, TP Hồ Chí Minh",8.2,https://batdongsan.vn/ban-nha-hem-xe-hoi-duong-xom-chieu-quan-4-5-tang-406m2-chi-82-ty-r261211
Bán Nhà mặt phố,90,2,4,"Quận 7, TP Hồ Chí Minh",12.3,https://batdongsan.vn/ban-nha-4-tam-mat-tien-duong-so-quan-7-canh-lotte-mart-r261209
Bán Nhà mặt phố,90,2,4,"Quận 7, TP Hồ Chí Minh",12.3,https://batdongsan.vn/ban-nha-4-tam-mat-tien-duong-so-quan-7-canh-lotte-mart-r261208
Bán Nhà riêng,30,4,4,"Quận 10, TP Hồ Chí Minh",4.75,https://batdongsan.vn/30m2-no-hau-nhe-4-tang-trung-tam-q10-chi-4-ty-750-r261205
Bán Nhà riêng,85,1,,"Thủ Đức, TP Hồ Chí Minh",4.95,https://batdongsan.vn/nha-dich-vu-duong-mat-tien-to-ngoc-van-cho-tam-ha-can-ban-chi-voi-495-ty-r261203
Bán Nhà riêng,60,1,2,"Tân Bình, TP Hồ Chí Minh",7.3,https://batdongsan.vn/hxh-truong-chinh-3pn-4x15-p14-tan-binh-r261197
Bán Nhà riêng,49,2,3,"Gò Vấp, TP Hồ Chí Minh",3.9,https://batdongsan.vn/hxh-nguyen-van-khoi-7x7-2-tang-3pn-p8-go-vap-r261196
Bán Nhà riêng,200,2,4,"Quận 9, TP Hồ Chí Minh",22.5,https://batdongsan.vn/can-ban-gap-nha-1-tret-2-lau-200m2-4pn-4wc-full-noi-that-cao-cap-so-hong-hoan-cong-r261195
Bán Nhà riêng,45,4,4,"Quận 10, TP Hồ Chí Minh",8,https://batdongsan.vn/hem-thong-tu-tung-4-tang-vinh-vien-q10-chi-8-ty-r261193
Bán Nhà riêng,40,4,3,"Đống Đa, Hà Nội",5.3,https://batdongsan.vn/ban-nha-lo-goc-1194-lang-40m2x4t-full-noi-that-gan-pho-kd-gia-53-ty-r261192
Bán Nhà riêng,54,1,4,"Gò Vấp, TP Hồ Chí Minh",3.3,https://batdongsan.vn/nha-le-duc-tho-phuong-6-go-vap-54m2-4pn-hem-thong-gia-chi-33-ty-r261191
Bán Nhà mặt phố,47,4,5,"Phú Nhuận, TP Hồ Chí Minh",9.3,https://batdongsan.vn/hxh-co-bac-phuong-1-phu-nhuan-47m2-4-tang-5pn-93-ty-r261190
